player,venue,runs,balls,boundaries,matches,entity_type,strike_rate,wickets,economy
AT Carey,Adelaide Oval,405,663,37.0,9,batter,61.09,,
GD Drummond,Cambusdoon New Ground,39,42,,1,bowler,,0.0,5.57
AM Tribe,"Svanholm Park, Brondby",109,64,13.0,2,batter,170.31,,
SCJ Broad,Eden Park,33,126,6.0,4,batter,26.19,,
NLTC Perera,Westpac Stadium,97,79,,2,bowler,,2.0,7.37
TJ Draca,Roma Cricket Ground,24,48,,2,bowler,,5.0,3.0
JN Loftie-Eaton,"MA Chidambaram Stadium, Chepauk, Chennai",28,17,4.0,1,batter,164.71,,
JE Taylor,Bay Oval,53,24,,1,bowler,,1.0,13.25
BT Foakes,"Sir Vivian Richards Stadium, Antigua",48,104,7.0,1,batter,46.15,,
Haris Sohail,"The Village, Malahide",1,6,,1,bowler,,0.0,1.0
JA Rudolph,Lord's,53,132,6.0,1,batter,40.15,,
Waseem Yaqoob,Integrated Polytechnic Regional Centre,83,92,10.0,4,batter,90.22,,
AK Markram,"Marrara Stadium, Darwin",30,19,6.0,2,batter,157.89,,
Rajin Saleh,The Rose Bowl,7,9,0.0,1,batter,77.78,,
Asad Shafiq,National Stadium,63,126,6.0,1,batter,50.0,,
Nasir Hossain,Harare Sports Club,237,391,24.0,4,batter,60.61,,
RJ Nicol,St George's Park,5,3,1.0,1,batter,166.67,,
AM Fernando,Harare Sports Club,117,114,,2,bowler,,5.0,6.16
BJ McCarthy,"Warner Park, St Kitts",35,13,,2,bowler,,0.0,16.15
AS Joseph,Sir Vivian Richards Stadium,354,564,,5,bowler,,8.0,3.77
Mustafizur Rahman,Malahide,23,54,,1,bowler,,4.0,2.56
Harbhajan Singh,"M Chinnaswamy Stadium, Bangalore",60,163,,1,bowler,,0.0,2.21
SD Hope,Zahur Ahmed Chowdhury Stadium,4,10,0.0,1,batter,40.0,,
AT Carey,"Shere Bangla National Stadium, Mirpur",35,40,4.0,5,batter,87.5,,
MDKJ Perera,The Wanderers Stadium,94,110,15.0,2,batter,85.45,,
SCG MacGill,Bellerive Oval,270,492,,2,bowler,,8.0,3.29
AL Phehlukwayo,Lord's,49,48,,1,bowler,,1.0,6.12
JD Campbell,"Sabina Park, Jamaica",18,42,2.0,1,batter,42.86,,
EC Rainsford,Kennington Oval,3,4,0.0,1,batter,75.0,,
NW Bracken,"Brisbane Cricket Ground, Woolloongabba",8,14,0.0,2,batter,57.14,,
MN Samuels,Wankhede Stadium,209,318,,2,bowler,,5.0,3.94
JL Smith,"Riverside Ground, Chester-le-Street",39,35,5.0,2,batter,111.43,,
M Labuschagne,Sydney Cricket Ground,1035,1652,111.0,13,batter,62.65,,
AG Prince,Kennington Oval,28,67,5.0,1,batter,41.79,,
Abrar Ahmed,"Shere Bangla National Stadium, Mirpur",94,102,,3,bowler,,1.0,5.53
Iftikhar Ahmed,Sharjah Cricket Stadium,21,30,,2,bowler,,0.0,4.2
Sikandar Raza,"Vidarbha Cricket Association Stadium, Jamtha",12,13,1.0,2,batter,92.31,,
P Aho,"Sikh Union Club Ground, Nairobi",13,11,0.0,1,batter,118.18,,
Nasum Ahmed,"Providence Stadium, Guyana",118,190,,4,bowler,,7.0,3.73
DA Miller,"R Premadasa Stadium, Colombo",26,15,3.0,1,batter,173.33,,
Rehan Ahmed,"Brian Lara Stadium, Tarouba, Trinidad",78,42,,2,bowler,,2.0,11.14
DT Christian,Melbourne Cricket Ground,52,84,,2,bowler,,6.0,3.71
Kamran Akmal,Edgbaston,81,91,10.0,5,batter,89.01,,
Tilak Varma,"R Premadasa Stadium, Colombo",30,33,4.0,2,batter,90.91,,
A Sharafu,Sharjah Cricket Stadium,3,1,,1,bowler,,0.0,18.0
LE Plunkett,Western Australia Cricket Association Ground,103,114,,2,bowler,,5.0,5.42
MJ North,Western Australia Cricket Association Ground,20,42,,1,bowler,,0.0,2.86
Naved-ul-Hasan,Green Park,35,60,,1,bowler,,3.0,3.5
MR Adair,Dubai International Cricket Stadium,99,92,,4,bowler,,4.0,6.46
AB Mengoumou,Gahanga International Cricket Stadium. Rwanda,70,30,,2,bowler,,1.0,14.0
JEC Franklin,The Wanderers Stadium,38,71,5.0,1,batter,53.52,,
B Muzarabani,Pallekele International Cricket Stadium,5,12,0.0,3,batter,41.67,,
AM Fernando,"Kingsmead, Durban",98,194,,1,bowler,,4.0,3.03
RD Berrington,Hagley Oval,39,62,2.0,3,batter,62.9,,
Mahedi Hasan,"Arnos Vale Ground, Kingstown, St Vincent",46,66,,3,bowler,,8.0,4.18
Harbhajan Singh,Green Park,37,94,2.0,4,batter,39.36,,
Abdur Razzak,"Sir Vivian Richards Stadium, North Sound",0,2,0.0,1,batter,0.0,,
P Nissanka,"St George's Park, Gqeberha",107,200,16.0,1,batter,53.5,,
TT Bresnan,Bellerive Oval,30,41,2.0,2,batter,73.17,,
AU Rashid,Maharashtra Cricket Association Stadium,262,204,,4,bowler,,3.0,7.71
TL Seifert,Harare Sports Club,196,142,26.0,5,batter,138.03,,
Ishan Kishan,"Zahur Ahmed Chowdhury Stadium, Chattogram",210,131,34.0,1,batter,160.31,,
Shoriful Islam,"Windsor Park, Roseau, Dominica",40,24,,1,bowler,,2.0,10.0
Kuldeep Yadav,"Queen's Park Oval, Trinidad",59,60,,1,bowler,,2.0,5.9
MR Marsh,SuperSport Park,39,30,7.0,2,batter,130.0,,
SL Malinga,Shere Bangla National Stadium,11,29,1.0,3,batter,37.93,,
DJ Mitchell,"Old Trafford, Manchester",0,1,0.0,1,batter,0.0,,
HS Baidwan,R Premadasa Stadium,0,1,0.0,1,batter,0.0,,
D Gough,Riverside Ground,71,96,,2,bowler,,0.0,4.44
AU Rashid,Seddon Park,77,84,,2,bowler,,2.0,5.5
AD Russell,Perth Stadium,68,28,11.0,1,batter,242.86,,
MA Jones,"Sir Vivian Richards Stadium, North Sound, Antigua",16,13,3.0,1,batter,123.08,,
IR Bell,Westpac Stadium,62,87,9.0,3,batter,71.26,,
D Pretorius,Newlands,252,318,,5,bowler,,8.0,4.75
WD Parnell,Western Australia Cricket Association Ground,52,60,,1,bowler,,1.0,5.2
MM Patel,Basin Reserve,42,126,,1,bowler,,1.0,2.0
NJ Astle,New Wanderers Stadium,20,24,,1,bowler,,3.0,5.0
JH Davey,Sheikh Zayed Stadium,115,102,,3,bowler,,6.0,6.76
HMRKB Herath,"Vidarbha Cricket Association Stadium, Jamtha",81,234,,1,bowler,,1.0,2.08
Harbhajan Singh,Nahar Singh Stadium,43,60,,1,bowler,,1.0,4.3
JC Tredwell,Old Trafford,85,108,,3,bowler,,5.0,4.72
Abdul-Shakoor Rahimzei,Desert Springs Cricket Ground,61,51,7.0,2,batter,119.61,,
JJ Roy,Green Park,19,11,2.0,1,batter,172.73,,
AD Russell,"Brian Lara Stadium, Tarouba, Trinidad",92,66,,3,bowler,,4.0,8.36
GJ Bailey,Eden Park,2,10,0.0,1,batter,20.0,,
C Campher,"Nassau County International Cricket Stadium, New York",15,18,,2,bowler,,0.0,5.0
Munir Dar,Zahur Ahmed Chowdhury Stadium,36,27,4.0,1,batter,133.33,,
MWR Stokes,"Grainville, St Saviour",86,63,10.0,3,batter,136.51,,
SJ Harmison,Daren Sammy National Cricket Stadium,0,2,0.0,1,batter,0.0,,
A Athanaze,"Brisbane Cricket Ground, Woolloongabba, Brisbane",43,94,4.0,1,batter,45.74,,
JW Dernbach,Saurashtra Cricket Association Stadium,69,60,,1,bowler,,2.0,6.9
KS Williamson,Cobham Oval (New),42,53,5.0,2,batter,79.25,,
Sami Sohail,"Willowmoore Park, Benoni",30,24,,1,bowler,,1.0,7.5
N Boje,St George's Park,65,120,,2,bowler,,1.0,3.25
Abdul Waheed,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),151,105,24.0,4,batter,143.81,,
JC Archer,"Eden Gardens, Kolkata",80,72,,3,bowler,,6.0,6.67
Babar Azam,"Nassau County International Cricket Stadium, New York",46,43,4.0,2,batter,106.98,,
AD Mathews,Queens Sports Club,75,95,4.0,1,batter,78.95,,
A Zampa,Manuka Oval,4,7,0.0,1,batter,57.14,,
JJ Tucker,Gymkhana Club Ground,73,84,,4,bowler,,1.0,5.21
Umar Akmal,The Rose Bowl,19,34,1.0,1,batter,55.88,,
A Phillip,Adelaide Oval,159,192,,1,bowler,,1.0,4.97
JJ Bumrah,"Green Park, Kanpur",1,1,0.0,1,batter,100.0,,
A Kalasi,Udayana Cricket Ground,59,96,,5,bowler,,5.0,3.69
KIC Asalanka,"Himachal Pradesh Cricket Association Stadium, Dharamsala",6,11,1.0,2,batter,54.55,,
KOA Powell,Sheikh Abu Naser Stadium,22,34,4.0,1,batter,64.71,,
Ali Khan,"Sir Vivian Richards Stadium, North Sound, Antigua",0,1,0.0,1,batter,0.0,,
Shakib Al Hasan,P Saravanamuttu Stadium,0,1,0.0,1,batter,0.0,,
Yair Nagavkar,"Meersen, Gent",44,39,,2,bowler,,2.0,6.77
JDF Vandersay,Rawalpindi Cricket Stadium,42,60,,1,bowler,,3.0,4.2
MA Starc,Dubai International Cricket Stadium,337,435,,9,bowler,,12.0,4.65
J Cutinho,"Reforma Athletic Club, Naucalpan",58,48,,4,bowler,,6.0,7.25
MF Maharoof,Sinhalese Sports Club,5,3,0.0,1,batter,166.67,,
FL Patel,"Hurlingham Club Ground, Buenos Aires",10,6,,1,bowler,,0.0,10.0
P Nissanka,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",0,2,0.0,1,batter,0.0,,
CFK van Wyk,Galle International Stadium,41,91,4.0,1,batter,45.05,,
MM Sharma,Himachal Pradesh Cricket Association Stadium,40,24,,1,bowler,,0.0,10.0
Abdur Razzak,Shere Bangla National Stadium,2380,3194,,55,bowler,,73.0,4.47
RL Chase,Sinhalese Sports Club Ground,38,36,,1,bowler,,0.0,6.33
D Bishoo,"Windsor Park, Roseau",337,699,,3,bowler,,12.0,2.89
JO Holder,"Senwes Park, Potchefstroom",36,43,3.0,1,batter,83.72,,
Sufyan Mehmood,"West End Park International Cricket Stadium, Doha",4,6,0.0,1,batter,66.67,,
CBRLS Kumara,"GMHBA Stadium, South Geelong, Victoria",28,24,,1,bowler,,1.0,7.0
S Davizi,Tikkurila Cricket Ground,54,48,7.0,2,batter,112.5,,
SM Pollock,Rangiri Dambulla International Stadium,50,67,4.0,1,batter,74.63,,
JH Kallis,Eden Gardens,221,456,23.0,3,batter,48.46,,
JP Duminy,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",122,86,13.0,4,batter,141.86,,
JDP Oram,New Wanderers Stadium,91,51,12.0,3,batter,178.43,,
DJ Mitchell,"Barsapara Cricket Stadium, Guwahati",14,8,2.0,1,batter,175.0,,
H Masakadza,Newlands,9,6,,1,bowler,,1.0,9.0
I Danladi,"Gahanga International Cricket Stadium, Rwanda",144,116,,9,bowler,,5.0,7.45
CA Pujara,"Sabina Park, Jamaica",30,90,3.0,1,batter,33.33,,
MJ Santner,"Kensington Oval, Bridgetown, Barbados",84,147,,3,bowler,,4.0,3.43
Imad Wasim,"Old Trafford, Manchester",25,24,,1,bowler,,1.0,6.25
CV Varun,Melbourne Cricket Ground,0,1,0.0,1,batter,0.0,,
HG Munsey,"Forthill, Dundee",390,314,59.0,7,batter,124.2,,
Hammad Mirza,"West End Park International Cricket Stadium, Doha",28,15,5.0,1,batter,186.67,,
VC Drakes,"SuperSport Park, Centurion",44,59,,1,bowler,,5.0,4.47
TB Sole,ICC Academy,132,102,,4,bowler,,2.0,7.76
MD Shanaka,"Queens Sports Club, Bulawayo",11,31,0.0,4,batter,35.48,,
GD McGrath,"Punjab Cricket Association Stadium, Mohali",56,120,,2,bowler,,5.0,2.8
Alok Kapali,Shaheed Chandu Stadium,37,49,,2,bowler,,3.0,4.53
Shan Masood,SuperSport Park,84,154,10.0,1,batter,54.55,,
RJ Sidebottom,Seddon Park,5,51,0.0,2,batter,9.8,,
RR Pant,Trent Bridge,25,57,3.0,1,batter,43.86,,
DJ Hussey,Pallekele International Cricket Stadium,8,11,1.0,2,batter,72.73,,
MB Loye,Melbourne Cricket Ground,0,6,0.0,1,batter,0.0,,
RTM Mendis,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,8,0.0,1,batter,12.5,,
MJ Prior,Providence Stadium,28,32,4.0,2,batter,87.5,,
BB McCullum,Harare Sports Club,374,332,44.0,6,batter,112.65,,
S Vijay Unni,"YSD-UKM Cricket Oval, Bangi",4,1,1.0,1,batter,400.0,,
AR Patwa,University of Dar-es-Salaam Ground,17,28,2.0,2,batter,60.71,,
P Aho,"Tafawa Balewa Square Cricket Oval, Lagos",15,10,2.0,2,batter,150.0,,
CJ Anderson,Saxton Oval,29,30,,2,bowler,,1.0,5.8
P Nissanka,"R Premadasa Stadium, Colombo",655,739,80.0,26,batter,88.63,,
SCJ Broad,"Sir Vivian Richards Stadium, Antigua",0,3,0.0,1,batter,0.0,,
Abdur Rehman,Gaddafi Stadium,34,64,5.0,3,batter,53.12,,
R Powell,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",34,32,4.0,3,batter,106.25,,
TWM Latham,Seddon Park,733,1245,101.0,13,batter,58.88,,
LD Chandimal,"Coolidge Cricket Ground, Antigua",68,63,4.0,3,batter,107.94,,
Mushfiqur Rahim,Sinhalese Sports Club Ground,0,1,0.0,1,batter,0.0,,
DJ Mitchell,"Greenfield International Stadium, Thiruvananthapuram",26,12,4.0,1,batter,216.67,,
AM Ellis,Westpac Stadium,20,19,2.0,1,batter,105.26,,
Tanvir Islam,"Zahur Ahmed Chowdhury Stadium, Chattogram",26,24,,1,bowler,,1.0,6.5
SI Kamea,"United Cricket Club Ground, Windhoek",108,114,,2,bowler,,4.0,5.68
HM Amla,Chevrolet Park,43,43,6.0,1,batter,100.0,,
Shakeel Ahmed,"Tribhuvan University International Cricket Ground, Kirtipur",52,88,5.0,6,batter,59.09,,
VM Nyauchi,"Queens Sports Club, Bulawayo",204,381,,3,bowler,,5.0,3.21
CAK Rajitha,"Basin Reserve, Wellington",22,151,1.0,2,batter,14.57,,
Mohammed Siraj,"Holkar Cricket Stadium, Indore",100,120,,3,bowler,,1.0,5.0
GC Smith,Queens Sports Club,50,56,7.0,1,batter,89.29,,
AG Cremer,Zohur Ahmed Chowdhury Stadium,17,51,0.0,2,batter,33.33,,
Tanwir Afzal,Dubai International Cricket Stadium,47,48,,2,bowler,,0.0,5.88
D Gough,"Edgbaston, Birmingham",88,150,,1,bowler,,1.0,3.52
JP Inglis,"Mangaung Oval, Bloemfontein",51,42,8.0,2,batter,121.43,,
BP Martin,University Oval,133,348,,1,bowler,,5.0,2.29
R Obuya,Entebbe Cricket Oval,129,115,14.0,6,batter,112.17,,
Sandeep Goud,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),161,138,,13,bowler,,4.0,7.0
LE Bosman,New Wanderers Stadium,110,74,18.0,4,batter,148.65,,
M Morkel,Boland Park,1,1,0.0,1,batter,100.0,,
Anamul Haque,"Saxton Oval, Nelson",2,12,0.0,1,batter,16.67,,
PADLR Sandakan,Sheikh Zayed Stadium,16,25,3.0,1,batter,64.0,,
MM Ali,Shere Bangla National Stadium,20,36,1.0,3,batter,55.56,,
CA Pujara,Pallekele International Cricket Stadium,8,33,0.0,1,batter,24.24,,
YK Pathan,Captain Roop Singh Stadium,37,54,,1,bowler,,2.0,4.11
Z Khan,Rangiri Dambulla International Stadium,14,49,0.0,3,batter,28.57,,
Iftikhar Ahmed,"R Premadasa Stadium, Colombo",70,74,7.0,2,batter,94.59,,
CD Collymore,"Queens Sports Club, Bulawayo",18,37,1.0,2,batter,48.65,,
V Kohli,Kingsmead,223,308,19.0,4,batter,72.4,,
IG Butler,Dubai International Cricket Stadium,70,42,,2,bowler,,3.0,10.0
M Kaif,Nahar Singh Stadium,0,6,0.0,1,batter,0.0,,
Mohammad Amir,Headingley,178,366,,2,bowler,,9.0,2.92
DM Bess,Narendra Modi Stadium,71,102,,1,bowler,,0.0,4.18
KC Sangakkara,Reliance Stadium,32,58,4.0,1,batter,55.17,,
Imran Ameer,Happy Valley Ground,55,32,,2,bowler,,2.0,10.31
KMA Paul,Harare Sports Club,7,19,1.0,3,batter,36.84,,
Aritra Dutta,Singapore National Cricket Ground,105,92,16.0,6,batter,114.13,,
AG Prince,Providence Stadium,48,51,4.0,2,batter,94.12,,
RJ Nicol,McLean Park,4,6,,1,bowler,,0.0,4.0
AC Voges,"Brisbane Cricket Ground, Woolloongabba",151,171,17.0,3,batter,88.3,,
Luca Petre,"Moara Vlasiei Cricket Ground, Ilfov County",163,102,,9,bowler,,8.0,9.59
A Nel,Goodyear Park,39,54,,1,bowler,,2.0,4.33
G Motie,Rangiri Dambulla International Stadium,36,22,4.0,2,batter,163.64,,
DS Lehmann,Galle International Stadium,192,326,24.0,1,batter,58.9,,
BE Hendricks,"Civil Service Cricket Club, Stormont, Belfast",62,48,,2,bowler,,2.0,7.75
Virandeep Singh,Terdthai Cricket Ground,76,68,10.0,3,batter,111.76,,
MJ Prior,"Antigua Recreation Ground, St John's",54,76,8.0,1,batter,71.05,,
Sultan Ahmed,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),7,5,1.0,3,batter,140.0,,
G Stewart,"Eden Gardens, Kolkata",125,66,,3,bowler,,3.0,11.36
JOA Gordon,"Nassau County International Cricket Stadium, New York",33,45,,2,bowler,,3.0,4.4
AR Nurse,"Queen's Park Oval, Port of Spain",83,102,,3,bowler,,1.0,4.88
Hasan Mahmud,"Sabina Park, Kingston, Jamaica",39,102,,1,bowler,,4.0,2.29
Afif Hossain,"Arnos Vale Ground, Kingstown, St Vincent",8,11,2.0,1,batter,72.73,,
DJ Hussey,Lord's,13,29,1.0,1,batter,44.83,,
D Paterson,Kingsmead,37,48,,1,bowler,,0.0,4.62
BA Stokes,Rawalpindi Cricket Stadium,104,162,,1,bowler,,1.0,3.85
TM Head,Trent Bridge,51,39,7.0,1,batter,130.77,,
KA Jamieson,Sylhet International Cricket Stadium,32,98,2.0,1,batter,32.65,,
Imran Tahir,Westpac Stadium,63,84,,2,bowler,,2.0,4.5
PR Stirling,M Chinnaswamy Stadium,32,29,6.0,2,batter,110.34,,
Yousuf Youhana,Sinhalese Sports Club,29,27,1.0,1,batter,107.41,,
B Ito-Davis,"Korogi Sports Park, Nisshin",2,4,0.0,1,batter,50.0,,
A Nortje,"Arnos Vale Ground, Kingstown, St Vincent",27,24,,1,bowler,,1.0,6.75
UDU Chandana,National Stadium,9,18,1.0,1,batter,50.0,,
MV Boucher,"The Rose Bowl, Southampton",13,22,2.0,1,batter,59.09,,
Abdur Razzak,Zahur Ahmed Chowdhury Stadium,20,44,1.0,5,batter,45.45,,
Anamul Haque,Pallekele International Cricket Stadium,40,46,5.0,1,batter,86.96,,
VE Tembo,"Ruaraka Sports Club Ground, Nairobi",56,30,,2,bowler,,1.0,11.2
Baseer Khan,"Scott Page Field, Vinor",16,19,1.0,2,batter,84.21,,
Kamrul Islam Rabbi,Shere Bangla National Stadium,16,18,,1,bowler,,0.0,5.33
OA Shah,Riverside Ground,56,31,8.0,2,batter,180.65,,
M Zondeki,"Buffalo Park, East London",1,1,0.0,1,batter,100.0,,
MM Ali,Sophia Gardens,195,206,27.0,5,batter,94.66,,
RG Sharma,Sophia Gardens,154,225,19.0,4,batter,68.44,,
PSP Handscomb,"Vidarbha Cricket Association Stadium, Jamtha",61,76,4.0,2,batter,80.26,,
MP O'Dowd,"Grand Prairie Stadium, Dallas",54,47,5.0,1,batter,114.89,,
KMDN Kulasekara,Stadium Australia,21,24,,1,bowler,,1.0,5.25
Aryan Lakra,"Tribhuvan University International Cricket Ground, Kirtipur",108,114,,4,bowler,,1.0,5.68
Salman Butt,Maple Leaf North-West Ground,51,51,6.0,2,batter,100.0,,
A Kumble,Western Australia Cricket Association Ground,140,216,,1,bowler,,4.0,3.89
NM Salonen,Happy Valley Ground,43,28,,3,bowler,,1.0,9.21
AR Naidoo,"Maple Leaf North-East Ground, King City",35,12,,1,bowler,,0.0,17.5
SO Tikolo,Feroz Shah Kotla,12,20,1.0,1,batter,60.0,,
Rubel Hossain,Clontarf Cricket Club Ground,109,120,,2,bowler,,3.0,5.45
FJ Klaassen,"Willowmoore Park, Benoni",0,6,0.0,1,batter,0.0,,
N Wagner,Seddon Park,917,1473,,8,bowler,,39.0,3.74
R Vinay Kumar,"Brisbane Cricket Ground, Woolloongabba",108,108,,2,bowler,,0.0,6.0
BAW Mendis,P Saravanamuttu Stadium,137,372,,1,bowler,,8.0,2.21
JH Kallis,"Windsor Park, Roseau",82,95,6.0,2,batter,86.32,,
H Fennell,St Georges Quilmes,0,1,0.0,1,batter,0.0,,
SP Narine,Kennington Oval,15,19,2.0,3,batter,78.95,,
Mohammad Rizwan,Rawalpindi Cricket Stadium,1002,1487,107.0,20,batter,67.38,,
Saeed Ajmal,Shere Bangla National Stadium,750,1084,,19,bowler,,29.0,4.15
GJ Maxwell,Pallekele International Cricket Stadium,291,164,44.0,5,batter,177.44,,
Simi Singh,Sharjah Cricket Stadium,5,4,0.0,1,batter,125.0,,
CJ Chibhabha,Sedgars Park,46,74,5.0,1,batter,62.16,,
MKDI Amerasinghe,Sydney Cricket Ground,0,4,0.0,1,batter,0.0,,
Simi Singh,"ICC Academy, Dubai",80,66,,3,bowler,,1.0,7.27
AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,133,249,15.0,4,batter,53.41,,
DJ Bravo,Multan Cricket Stadium,81,192,,1,bowler,,1.0,2.53
Shoaib Malik,Rawalpindi Cricket Stadium,191,225,20.0,7,batter,84.89,,
JDS Neesham,"Eden Park, Auckland",33,29,4.0,3,batter,113.79,,
BA Stokes,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,76,190,11.0,1,batter,40.0,,
ML Cummins,"Sabina Park, Kingston",183,280,,3,bowler,,2.0,3.92
NK Patel,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",10,6,2.0,1,batter,166.67,,
LH Ferguson,Seddon Park,119,114,,3,bowler,,2.0,6.26
Shoaib Malik,Melbourne Cricket Ground,111,151,11.0,3,batter,73.51,,
AD Mathews,Hagley Oval,107,150,,5,bowler,,3.0,4.28
GB Hogg,Eden Park,4,5,0.0,1,batter,80.0,,
BJ Arnel,Seddon Park,34,84,5.0,3,batter,40.48,,
KO Otieno,Sharjah Cricket Association Stadium,9,41,1.0,3,batter,21.95,,
V Kohli,R Premadasa Stadium,409,445,49.0,10,batter,91.91,,
T Taylor,"St George's College Ground, Buenos Aires",8,7,0.0,1,batter,114.29,,
Mohammad Ashraful,"Shere Bangla National Stadium, Mirpur",35,48,,1,bowler,,0.0,4.38
Zain Abbas,National Stadium,56,36,,1,bowler,,1.0,9.33
CH Gayle,"Sardar Patel Stadium, Motera",172,196,25.0,3,batter,87.76,,
TS Braat,Sportpark Westvliet,33,24,,1,bowler,,0.0,8.25
C Campher,"Sabina Park, Kingston, Jamaica",117,132,,3,bowler,,2.0,5.32
ML Cummins,"Sir Vivian Richards Stadium, North Sound",56,60,,1,bowler,,2.0,5.6
Saber Zakhil,Marsa Sports Club,96,56,12.0,4,batter,171.43,,
S Chandramohan,"YSD-UKM Cricket Oval, Bangi",33,26,5.0,2,batter,126.92,,
F Akankwasa,"Queens Sports Club, Bulawayo",15,24,1.0,3,batter,62.5,,
SE Marsh,Adelaide Oval,574,975,62.0,11,batter,58.87,,
F de Wet,Newlands,0,4,0.0,1,batter,0.0,,
B Kumar,M Chinnaswamy Stadium,6,6,0.0,1,batter,100.0,,
AR Patel,Shere Bangla National Stadium,151,156,,3,bowler,,3.0,5.81
WPUJC Vaas,Chittagong Divisional Stadium,37,108,,1,bowler,,3.0,2.06
SM Solia,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),168,127,19.0,5,batter,132.28,,
L Gregory,Saxton Oval,0,2,0.0,1,batter,0.0,,
PD Collingwood,SuperSport Park,306,431,35.0,5,batter,71.0,,
MJ McClenaghan,Boland Park,20,60,,1,bowler,,4.0,2.0
JA Richardson,Sky Stadium,19,18,,1,bowler,,1.0,6.33
AM Phangiso,Newlands,46,30,,2,bowler,,1.0,9.2
DJ Malan,Headingley,93,295,12.0,2,batter,31.53,,
Hasan Mahmud,"University Oval, Dunedin",28,36,,1,bowler,,0.0,4.67
ACF Stokes,"College Field, St Peter Port",18,24,,1,bowler,,3.0,4.5
HH Pandya,"Providence Stadium, Guyana",67,48,,3,bowler,,3.0,8.38
J Da Silva,Basin Reserve,60,107,6.0,1,batter,56.07,,
Junaid Siddique,Trent Bridge,105,97,13.0,3,batter,108.25,,
RS Bopara,County Ground,39,36,,2,bowler,,0.0,6.5
Naseem Shah,"Seddon Park, Hamilton",51,44,8.0,1,batter,115.91,,
MN van Wyk,SuperSport Park,75,90,11.0,3,batter,83.33,,
JA Morkel,Willowmoore Park,62,54,,2,bowler,,2.0,6.89
I Sharma,Nehru Stadium,28,24,,1,bowler,,0.0,7.0
HM Amla,McLean Park,92,107,12.0,1,batter,85.98,,
JA Richardson,Trent Bridge,14,25,0.0,1,batter,56.0,,
Naseem Shah,Rawalpindi Cricket Stadium,35,105,5.0,4,batter,33.33,,
JS Patel,Eden Gardens,116,174,,1,bowler,,2.0,4.0
Tushar Imran,R.Premadasa Stadium,3,25,0.0,1,batter,12.0,,
Shadab Khan,"Grand Prairie Stadium, Dallas",43,28,4.0,1,batter,153.57,,
LMP Simmons,Eden Park,34,47,5.0,2,batter,72.34,,
RL Chase,"SuperSport Park, Centurion",73,102,,2,bowler,,0.0,4.29
AK Markram,"R Premadasa Stadium, Colombo",99,133,,4,bowler,,6.0,4.47
Mohammad Rizwan,"Sinhalese Sports Club Ground, Colombo",48,66,5.0,1,batter,72.73,,
N Pooran,"Buffalo Park, East London",38,40,5.0,1,batter,95.0,,
JV Chand,"Nigeria Cricket Federation Oval 1, Abuja",206,186,,10,bowler,,10.0,6.65
S Desungnoen,"UKM-YSD Cricket Oval, Bangi",9,33,0.0,4,batter,27.27,,
PVD Chameera,"Arun Jaitley Stadium, Delhi",4,9,0.0,1,batter,44.44,,
Tamim Iqbal,Iqbal Stadium,56,75,9.0,1,batter,74.67,,
Haris Rauf,Harare Sports Club,73,66,,3,bowler,,4.0,6.64
MB Kruger,"Arun Jaitley Stadium, Delhi",5,10,1.0,1,batter,50.0,,
SE Bond,AMI Stadium,133,217,,2,bowler,,8.0,3.68
DP Hyatt,"Sir Vivian Richards Stadium, North Sound",2,9,0.0,2,batter,22.22,,
G Singh,Harare Sports Club,35,24,,1,bowler,,0.0,8.75
Kuldeep Yadav,Sydney Cricket Ground,3,6,0.0,1,batter,50.0,,
V Ravindran,"GB Oval, Szodliget",20,40,,2,bowler,,4.0,3.0
V Kohli,Sydney Cricket Ground,787,989,80.0,17,batter,79.58,,
PD Collingwood,Gaddafi Stadium,38,36,,2,bowler,,1.0,6.33
S Badree,Bay Oval,2,6,0.0,1,batter,33.33,,
Shoaib Akhtar,The Rose Bowl,2,6,0.0,3,batter,33.33,,
Agha Salman,"Iqbal Stadium, Faisalabad",136,179,12.0,3,batter,75.98,,
JL Smith,"Kennington Oval, London",153,150,26.0,3,batter,102.0,,
U Aryaman Sunil,"UKM-YSD Cricket Oval, Bangi",188,120,,6,bowler,,2.0,9.4
DJ Malan,Bellerive Oval,50,36,7.0,1,batter,138.89,,
SM Pollock,Antigua Recreation Ground,111,204,,1,bowler,,0.0,3.26
GP Swann,Green Park,47,60,,1,bowler,,1.0,4.7
JJ Smit,"Arun Jaitley Stadium, Delhi",75,42,,2,bowler,,1.0,10.71
JP Faulkner,"Punjab Cricket Association IS Bindra Stadium, Mohali",10,10,1.0,1,batter,100.0,,
